Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,Tax_Percent_2022,Tax_Percent_2023,Tax_Percent_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3)
Goldstone Technologies Limited (BSE:531439),BSE:531439,Computer Services,Information Technology,60.92,92.96,93.28,62.27,91.1,93.45,2.74,1.14,1.25,0.15,0.55,1.02,0.38,0.82,1.71,41.86%,72.39%,32.73%,0.00%,0.00%,0.00%,34.58,34.58,34.58,32.93,34.52,32.49,3.73,10.54,15.52,16.71,17.68,22.65,19.26,24.78,27.14,0,0.83,1.62,0,6.78,6.78,68.69,64.93,69.7,7.66,-10.61,3.63,-34.96,4.35,-7.85,26.17,6.26,3.96,221,64,53.88,"Business Overview: [1] ATSL is an ISO 9001:2015, ISO /IEC 27001:2022 certified Specialist Full-Stack Business Intelligence, Data Analytics and IT Services Consulting Firm. Company offers  strategic Services to improve data planning, reduce costs and accelerate BI Adoption",Micro,0.85,2.41,-1.2,0.00911235,0.025925129,-0.019697965,0.005113171,3.453125,2.369210978,67.77333333,78.1,72.54,68.69,0.59,2.88,-8.541176471,3,67.07,69.1,67.51,82.59,79.64,71.24,0.010291803,0.030261175,-0.016844469,0.108474576,3.814285714,0.187916213,0.132345555,0.052358226,5.270609663,1.6,17.1,14.87706577,0.886354998,0.084155232,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[98, 103, 108, 113, 119, 125, 131, 138, 145, 152, 160]",FALSE,"[np.float64(0.01), np.float64(0.02), np.float64(0.04), np.float64(0.05), np.float64(0.06), np.float64(0.07), np.float64(0.09), np.float64(0.1), np.float64(0.11), np.float64(0.13), np.float64(0.14)]","[np.float64(0.69), np.float64(1.44), np.float64(3.02), np.float64(3.96), np.float64(5.0), np.float64(6.12), np.float64(8.25), np.float64(9.66), np.float64(11.16), np.float64(13.83), np.float64(15.68)]",21.41,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[3.93, 3.33, 2.63, 2.17, 2.22, 2.22, 2.22, 2.59, 2.59, 2.59, np.float64(2.18)]","[3.5, 4.17, 4.76, 5.56, 8.0, 9.23, 10.91, 15.56, 20.0, 23.33, np.float64(2.18)]","[3.63, 3.12, 2.5, 2.08, 2.4, 2.4, 2.4, 3.33, 4.12, 5.38, np.float64(2.18)]",0.1268,0.0737,0.1214,28.67,107.2,33.54
Onward Technologies Limited (BSE:517536),BSE:517536,Computer Services,Information Technology,307,441,472,286,412,420,21,3,7,1,2,1,10,13,13,26%,36%,25%,28%,58%,33%,22,22,23,141,152,185,19,17,28,45,50,50,57,54,63,0,0,1,0,0,0,170,187,222,-4,6,62,-32,6,-62,57,-14,-16,572,252,37.86,"Business Overview: [1] OTL is an ISO 9001 TUV Nord and Tusax certified software outsourcing company specializing in Digital & Data Engineering, Electronics & Embedded Engineering, and ER&D services. Company is headquartered in Mumbai, with a global presence in ~ 13 countries including North America, Europe, and offshore delivery centres in India",Small,53,31,22,0.112288136,0.070294785,0.071661238,0.084748053,2.26984127,1.211864407,193,223,187,170,36,12,-0.490566038,0.580645161,208,174,163,236,191,182,0.224576271,0.162303665,0.120879121,0.688888889,14.88888889,0.118644068,0.089005236,0.104395604,6.866430783,1.4,15.9,14.8282206,1.65034965,0.131355932,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[496, 520, 546, 574, 602, 633, 664, 697, 732, 769, 807]",FALSE,"[np.float64(0.11), np.float64(0.12), np.float64(0.12), np.float64(0.12), np.float64(0.12), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.13), np.float64(0.14), np.float64(0.14)]","[np.float64(38.19), np.float64(43.68), np.float64(45.86), np.float64(48.22), np.float64(50.57), np.float64(57.6), np.float64(60.42), np.float64(63.43), np.float64(66.61), np.float64(75.36), np.float64(79.09)]",58.43,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[20.0, 16.0, 13.68, 12.17, 10.37, 11.48, 11.48, 12.22, 12.96, 13.7, np.float64(11.02)]","[17.78, 20.0, 24.76, 31.11, 37.33, 47.69, 56.36, 73.33, 100.0, 123.33, np.float64(11.02)]","[18.46, 15.0, 13.0, 11.67, 11.2, 12.4, 12.4, 15.71, 20.59, 28.46, np.float64(11.02)]",0.2036,0.0982,0.1908,145.08,542.71,169.91
Persistent Systems Limited (NSEI:PERSISTENT),NSEI:PERSISTENT,Computer Services,Information Technology,5711,8351,9822,4753,6831,8146,144,41,128,12,47,47,166,272,309,25%,26%,24%,34%,41%,37%,76,76,77,3292,3889,4881,578,658,451,1473,2050,1963,1534,2341,2221,107,16,34,822,640,827,2956,3676,4290,845,956,1221,-971,-383,-432,182,-404,-594,92260,5920,30.66,Solutions Offered [1] The company provides complete Digital Engineering solutions for : a Product & Platform Engineering b CX & Design-Led Transformation c Cloud-enabled Enterprise Modernization d Data & Artificial Intelligence e Intelligent Automation,Large,1723,1567,970,0.175422521,0.187642199,0.169847662,0.177637461,15.58445946,9.393198941,3640.666667,5151,4332,3885,906,-130,0.275101567,-0.327377154,4958,3965,3368,5409,4623,3946,0.318543169,0.338957387,0.24581855,1.871501272,3.899556869,0.083379553,0.142331819,0.146477446,6.546755914,1,13.5,12.92024162,1.332338578,0.043982896,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[10313, 10829, 11370, 11939, 12536, 13162, 13821, 14512, 15237, 15999, 16799]",FALSE,"[np.float64(0.18), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.15), np.float64(0.15), np.float64(0.14), np.float64(0.14)]","[np.float64(1299.44), np.float64(1288.65), np.float64(1353.03), np.float64(1337.17), np.float64(1404.03), np.float64(1474.14), np.float64(1451.2), np.float64(1523.76), np.float64(1599.88), np.float64(1567.9), np.float64(1646.3)]",495.51,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[409.17, 344.0, 284.74, 247.39, 221.11, 231.85, 244.07, 255.93, 268.52, 282.22, np.float64(229.35)]","[363.7, 430.0, 515.24, 632.22, 796.0, 963.08, 1198.18, 1535.56, 2071.43, 2540.0, np.float64(229.35)]","[377.69, 322.5, 270.5, 237.08, 238.8, 250.4, 263.6, 329.05, 426.47, 586.15, np.float64(229.35)]",0.1913,0.0953,0.18,3018.35,11274.76,3531.59
Zensar Technologies Limited (BSE:504067),BSE:504067,Computer Services,Information Technology,4244,4848,4902,3587,4296,4030,138,103,159,35,28,21,185,183,134,27%,26%,24%,27%,35%,31%,45,45,45,2642,2931,3517,335,273,186,817,872,899,1254,1174,1034,1,0,5,324,899,1408,2260,2049,2200,336,714,642,3,-527,-476,-183,-219,-197,17758,782,49.1,"Zensar is part of the RPG Enterprises. The group has diverse business interests in the areas of Infrastructure, Tyres, Pharma, IT and Specialty as well as in emerging innovation-led technology businesses. [1]",Mid,893,580,692,0.182170543,0.119636964,0.163053723,0.154953743,22.7084399,3.622603019,2169.666667,3613,2948,2585,638,308,0.181410974,-0.377586207,3562,2976,2687,3748,3249,3022,0.238260406,0.178516467,0.228987426,0.108216433,2.660792952,0.049626467,0.084025854,0.110853739,10.66483134,1.2,14.7,14.49974883,1.054874112,0.097103223,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5147, 5404, 5675, 5958, 6256, 6569, 6898, 7242, 7605, 7985, 8384]",FALSE,"[np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.15), np.float64(0.14), np.float64(0.14)]","[np.float64(648.52), np.float64(680.9), np.float64(675.32), np.float64(709.0), np.float64(744.46), np.float64(735.73), np.float64(772.58), np.float64(760.41), np.float64(798.52), np.float64(782.53), np.float64(821.63)]",247.3,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[204.17, 171.33, 142.63, 123.04, 110.37, 115.93, 121.85, 127.41, 134.44, 140.74, np.float64(114.47)]","[181.48, 214.17, 258.1, 314.44, 397.33, 481.54, 598.18, 764.44, 1037.14, 1266.67, np.float64(114.47)]","[188.46, 160.62, 135.5, 117.92, 119.2, 125.2, 131.6, 163.81, 213.53, 292.31, np.float64(114.47)]",0.1522,0.0845,0.145,1506.38,5627.96,1762.62
Oriental Carbon & Chemicals Limited (BSE:506579),BSE:506579,Chemical (Basic),Materials,444,536,464,356,425,360,8,2,4,8,13,11,24,29,30,27%,24%,25%,32%,29%,30%,10,10,10,551,592,627,189,167,139,115,117,120,453,478,465,41,1,1,181,225,247,190,181,183,61,105,97,-41,-54,-43,-21,-52,-54,197,197,51.76,Business Overview: [1] [2] OCCL belongs to the Duncan JP Goenka Group of Companies. It is an ISO40001 and ISO45001 certified manufacturer of customised and value added grades of Insoluble Sulphur,Micro,115,124,96,0.247844828,0.231343284,0.216216216,0.231801442,1,0.424568966,184.6666667,431,407,412,21,-7,-0.191304348,-0.491935484,637,602,561,776,769,750,0.148195876,0.161248375,0.128,-10.28571429,4.842105263,0.179123711,0.21716515,0.252,6.643634812,1.6,17.1,15.22701706,0.517857143,0.092672414,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[487, 512, 537, 564, 592, 622, 653, 686, 720, 756, 794]",FALSE,"[np.float64(0.25), np.float64(0.24), np.float64(0.22), np.float64(0.21), np.float64(0.2), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.15), np.float64(0.13), np.float64(0.12)]","[np.float64(85.22), np.float64(86.02), np.float64(82.7), np.float64(82.91), np.float64(82.88), np.float64(78.37), np.float64(77.71), np.float64(76.83), np.float64(75.6), np.float64(68.8), np.float64(66.7)]",-26.46,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1181,"[19.17, 16.67, 13.16, 11.74, 10.37, 11.11, 11.48, 12.22, 12.59, 13.33, np.float64(28.24)]","[17.04, 20.83, 23.81, 30.0, 37.33, 46.15, 56.36, 73.33, 97.14, 120.0, np.float64(28.24)]","[17.69, 15.62, 12.5, 11.25, 11.2, 12.0, 12.4, 15.71, 20.0, 27.69, np.float64(28.24)]",0.0758,0.053,0.0738,160.08,550.23,184.3
Tata Chemicals Limited (BSE:500770),BSE:500770,Chemical (Basic),Materials,12622,16789,15421,10317,12969,12574,486,218,-507,303,406,530,806,892,980,16%,11%,46%,25%,19%,143%,255,255,255,17998,19466,21986,7024,6296,5563,8566,8923,8907,16044,17092,17861,1668,2410,2217,7683,7448,9739,8448,7990,6894,1645,2971,3016,-817,-1149,-605,-755,-2076,-2494,23982,941,37.98,"Business Overview: [1] Part of the Tata Group, the company has a strong market share in the global soda ash industry, with presence in India, North America, Europe and Africa and diversified product profile divided into basic chemistry products and specialty products segments. TCL is third largest soda ash producer globally, with over two-third of its capacity being natural soda ash translating into cost-effective production. TCL is also the 6th largest producer of sodium bicarbonate in the world, and one of the leading agri-services and crop-protection chemical companies in India (through Rallis India Limited). [2]",Large,3377,4226,2608,0.218987096,0.251712431,0.206623356,0.225774294,25.48565356,1.555152065,7777.333333,18850,17848,17799,1018,-308,0.122297898,-0.344770469,22241,19721,18253,27804,26017,25277,0.121457344,0.162432256,0.103176801,-0.765528819,5.631081081,0.200079125,0.241995618,0.277881078,6.763184528,1,13.5,12.15210385,0.420064831,0.039232216,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[16192, 17002, 17852, 18744, 19682, 20666, 21699, 22784, 23923, 25119, 26375]",TRUE,"[np.float64(0.22), np.float64(0.21), np.float64(0.2), np.float64(0.19), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.13), np.float64(0.12)]","[np.float64(2493.57), np.float64(2499.29), np.float64(2499.28), np.float64(2492.95), np.float64(2479.93), np.float64(2459.25), np.float64(2430.29), np.float64(2392.32), np.float64(2344.45), np.float64(2285.83), np.float64(2215.5)]",-397.24,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1181,"[642.5, 540.0, 447.37, 387.83, 347.41, 364.44, 382.59, 401.85, 421.85, 442.96, np.float64(937.98)]","[571.11, 675.0, 809.52, 991.11, 1250.67, 1513.85, 1878.18, 2411.11, 3254.29, 3986.67, np.float64(937.98)]","[593.08, 506.25, 425.0, 371.67, 375.2, 393.6, 413.2, 516.67, 670.0, 920.0, np.float64(937.98)]",0.071,0.0506,0.0693,5316.78,18279.49,6122.65
Tide Water Oil Co. (India) Limited (BSE:590005),BSE:590005,Chemical (Basic),Materials,1536,1854,1931,1388,1712,1762,30,22,35,2,1,2,15,15,15,23%,22%,24%,76%,62%,62%,3,3,3,716,761,824,14,5,1,302,330,327,270,272,294,3,2,10,70,70,73,692,756,779,93,103,156,37,6,-91,-142,-81,-85,2529,1451,64.29,"Product Portfolio Automotive Lubricants : The Co. manufactures a wide range of automotive lubricants for 2-wheelers, passenger cars, commercial vehicles, OEM oils, gear and transmission oils, greases, etc. [1] Industrial Lubricants : The Co. also manufactures industrial lubricants like Machinery Oil, Thermic Fluids, Spindle Oils, Turbine Oils, Heavy-duty Hydraulic Oils, etc. [2] Specialities : The Co. is also engaged in the manufacture and sale of Speciality Vehicle Sanitization Products. [3]",Small,171,143,150,0.088555153,0.077130529,0.09765625,0.087780644,1.742935906,1.309684102,742.3333333,862,828,765,37,35,-0.315789474,0.286713287,827,764,719,828,769,733,0.206521739,0.185955787,0.204638472,1.305084746,8.833333333,0.001207729,0.006501951,0.019099591,78.0952381,1.4,15.9,15.97511502,1.670415225,0.047125842,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2028, 2129, 2235, 2347, 2464, 2588, 2717, 2853, 2996, 3145, 3303]",FALSE,"[np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.11), np.float64(0.11), np.float64(0.12), np.float64(0.12)]","[np.float64(127.76), np.float64(134.13), np.float64(140.8), np.float64(164.29), np.float64(172.48), np.float64(181.16), np.float64(209.21), np.float64(219.68), np.float64(230.69), np.float64(264.18), np.float64(277.45)]",213.84,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1181,"[80.83, 67.33, 55.79, 48.7, 43.33, 45.93, 47.78, 50.37, 52.96, 55.19, np.float64(117.46)]","[71.85, 84.17, 100.95, 124.44, 156.0, 190.77, 234.55, 302.22, 408.57, 496.67, np.float64(117.46)]","[74.62, 63.12, 53.0, 46.67, 46.8, 49.6, 51.6, 64.76, 84.12, 114.62, np.float64(117.46)]",0.192,0.0881,0.1789,665.67,2287.65,766.37
Tinna Rubber and Infrastructure Limited (BSE:530475),BSE:530475,Chemical (Basic),Materials,229,295,363,192,258,300,3,7,3,9,8,8,9,7,6,26%,24%,24%,20%,20%,21%,9,9,17,69,87,111,71,60,86,41,37,54,77,74,130,1,0,7,26,28,31,85,90,100,19,32,59,-12,-10,-70,-6,-21,9,1860,1086,71.01,"Business Overview The Company is primarily engaged in recycling of the waste tyres/end of life tyres (ELT) and manufacturing of value added products. It manufactures crumb rubber, crumb rubber modifier (CRM), crumb rubber modified bitumen (CRMB), polymer modified bitumen (PMB), bitumen emulsion, reclaimed rubber/ ultrane crumb rubber compound, cut wire shots etc. Products are primarily used for making/ repairing the road, tyres and auto part industry. [1]",Small,71,45,46,0.195592287,0.152542373,0.200873362,0.183002674,1.712707182,5.123966942,91.66666667,138,118,112,3,10,-0.943661972,0,128,96,78,214,156,149,0.331775701,0.288461538,0.308724832,1.172413793,9.428571429,0.401869159,0.384615385,0.476510067,11.77057175,1.4,15.9,14.24051014,1.354477612,0.192837466,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[381, 400, 420, 441, 463, 486, 511, 536, 563, 591, 621]",FALSE,"[np.float64(0.2), np.float64(0.19), np.float64(0.18), np.float64(0.17), np.float64(0.17), np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.14), np.float64(0.13), np.float64(0.12)]","[np.float64(53.34), np.float64(53.2), np.float64(52.92), np.float64(52.48), np.float64(55.1), np.float64(54.43), np.float64(53.66), np.float64(52.53), np.float64(55.17), np.float64(53.78), np.float64(52.16)]",-1.69,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1181,"[15.0, 12.67, 10.53, 9.13, 8.15, 8.52, 9.26, 9.26, 10.0, 10.37, np.float64(22.08)]","[13.33, 15.83, 19.05, 23.33, 29.33, 35.38, 45.45, 55.56, 77.14, 93.33, np.float64(22.08)]","[13.85, 11.88, 10.0, 8.75, 8.8, 9.2, 10.0, 11.9, 15.88, 21.54, np.float64(22.08)]",0.1697,0.0865,0.1602,124.97,429.81,143.88
DCM Shriram Limited (NSEI:DCMSHRIRAM),NSEI:DCMSHRIRAM,Chemical (Diversified),Materials,9627,11547,10922,7831,9941,9932,92,120,99,85,53,88,238,260,303,32%,36%,36%,22%,24%,23%,31,31,31,5470,6162,6491,1577,1707,2152,2290,2819,2874,3408,4105,4222,494,1630,2615,3,12,54,5463,4973,4656,1224,1296,794,-888,-1543,-1070,-275,-235,169,18684,1198,66.53,"Part of DCM Group [1] DCM Shriram is a part of the DCM group founded by Sir  Shri Ram, the DCM group is an industrial empire manufacturing a vast variety of goods like - textiles, sugar, chemicals, vanaspati, pottery, fans, sewing machines, electric motors, and capacitors.",Mid,1078,1659,1881,0.098699872,0.143673681,0.195387971,0.145920508,15.59599332,1.7106757,5030.666667,7325,6615,5960,655,126,-0.384972171,-0.854128993,6522,6193,5501,8674,7900,7078,0.124279456,0.21,0.265753038,-0.80749354,2.335766423,0.248097763,0.216075949,0.222803052,4.194687546,1.2,14.7,12.09365548,0.945873387,0.097967405,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[11796, 12621, 13505, 14450, 15317, 16236, 17211, 18243, 19338, 20305, 21320]",TRUE,"[np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.11), np.float64(0.12), np.float64(0.12), np.float64(0.13), np.float64(0.13), np.float64(0.14), np.float64(0.14), np.float64(0.15)]","[np.float64(825.72), np.float64(883.47), np.float64(1039.88), np.float64(1112.65), np.float64(1286.63), np.float64(1363.82), np.float64(1566.2), np.float64(1660.11), np.float64(1895.12), np.float64(1989.89), np.float64(2238.6)]",2018.4,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1384,"[728.33, 550.0, 465.26, 410.87, 321.11, 340.37, 361.11, 382.22, 405.56, 358.15, np.float64(808.74)]","[647.41, 687.5, 841.9, 1050.0, 1156.0, 1413.85, 1772.73, 2293.33, 3128.57, 3223.33, np.float64(808.74)]","[672.31, 515.62, 442.0, 393.75, 346.8, 367.6, 390.0, 491.43, 644.12, 743.85, np.float64(808.74)]",0.1531,0.08,0.1454,5131.72,17023.36,5816.22
SRF Limited (BSE:503806),BSE:503806,Chemical (Diversified),Materials,12434,14870,13139,9330,11341,10554,116,75,83,116,205,302,517,575,673,27%,23%,21%,26%,10%,16%,297,297,297,8268,10030,11182,3655,4478,5031,3544,3931,3945,8425,10050,13242,1672,2406,805,321,494,527,5347,5786,5881,2106,2902,2094,-1586,-2964,-2231,-207,220,-72,77070,2600,50.26,Business Segments,Large,2887,3734,3220,0.219727529,0.251109617,0.258967348,0.243268164,29.64230769,5.865743207,5671.333333,7213,8686,7340,-1487,959,-1.287842051,-0.536957686,11479,10327,8565,16510,14805,12220,0.174863719,0.252212091,0.263502455,-1.015249267,0.942359768,0.304724409,0.302465383,0.299099836,4.584817979,1,13.5,10.78332642,0.642336837,0.169799833,"[8, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5]","[14190, 15183, 16246, 17384, 18427, 19532, 20704, 21946, 23263, 24426, 25648]",TRUE,"[np.float64(0.22), np.float64(0.21), np.float64(0.21), np.float64(0.2), np.float64(0.19), np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.15)]","[np.float64(2185.26), np.float64(2231.9), np.float64(2388.16), np.float64(2433.76), np.float64(2450.79), np.float64(2461.03), np.float64(2608.7), np.float64(2611.57), np.float64(2605.46), np.float64(2735.71), np.float64(2693.04)]",725.4,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1384,"[875.83, 662.0, 559.47, 494.78, 386.3, 409.26, 434.07, 460.0, 487.78, 430.74, np.float64(972.92)]","[778.52, 827.5, 1012.38, 1264.44, 1390.67, 1700.0, 2130.91, 2760.0, 3762.86, 3876.67, np.float64(972.92)]","[808.46, 620.62, 531.5, 474.17, 417.2, 442.0, 468.8, 591.43, 774.71, 894.62, np.float64(972.92)]",0.126,0.076,0.1214,6173.15,20476.87,6996.43
Aarti Industries Limited (BSE:524208),BSE:524208,Chemical (Specialty),Materials,6086,6619,6372,4365,5530,5391,1,1,3,102,168,211,246,310,378,14%,11%,-5%,11%,17%,9%,181,181,181,4335,4739,5109,2587,2907,3242,748,754,1084,3595,4861,5649,1346,1096,1229,28,17,23,2882,2607,2714,519,1319,1204,-1169,-1330,-1310,412,38,35,14887,410,42.35,"Business Overview: [1] Company manufactures speciality chemicals in Benzene based derivatives. Key value chains include Nitro Chloro Benzenes (NCBs), Di-Chloro Benzenes (DCBs), Phenylenediamines (PDAs), Nitro Toluene Value Chain and Equivalent Sulphuric Acid (E.S.A) & downstream. Company has 16 manufacturing units, 2 R&D centres, 5 co-gen power plants, 100+ products, 700+ domestic customers, 400+ export customers in 60+ countries with major presence in the USA, Europe, Japan, etc.",Mid,1192,1257,1823,0.187068424,0.189907841,0.299539928,0.225505398,36.3097561,2.336315129,2734.333333,3966,3720,4256,-84,-542,-1.169463087,-1.489260143,5290,4920,4516,8532,7827,7103,0.13970933,0.16059793,0.256652119,-0.35035461,0.736187845,0.379981247,0.371406669,0.364212305,5.410090946,1.2,14.7,11.17000877,0.662714509,0.205586943,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[6691, 7025, 7376, 7745, 8132, 8539, 8966, 9414, 9885, 10379, 10898]",FALSE,"[np.float64(0.19), np.float64(0.18), np.float64(0.18), np.float64(0.17), np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.15), np.float64(0.14), np.float64(0.14), np.float64(0.13)]","[np.float64(889.9), np.float64(885.15), np.float64(929.38), np.float64(921.66), np.float64(910.78), np.float64(956.37), np.float64(941.43), np.float64(988.47), np.float64(968.73), np.float64(1017.14), np.float64(991.72)]",145.46,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1436,"[265.83, 222.67, 184.74, 160.43, 143.33, 150.74, 158.15, 165.93, 174.44, 182.96, np.float64(345.31)]","[236.3, 278.33, 334.29, 410.0, 516.0, 626.15, 776.36, 995.56, 1345.71, 1646.67, np.float64(345.31)]","[245.38, 208.75, 175.5, 153.75, 154.8, 162.8, 170.8, 213.33, 277.06, 380.0, np.float64(345.31)]",0.0984,0.0648,0.0953,2154.53,7510.68,2487.48
