Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Vertex Securities Limited (BSE:531950),BSE:531950,Brokerage & Investment Banking,Financials,9.21,8.09,8.8,7.79,7.45,7.79,0.34,0.29,0.29,1.12,1.22,0.59,0.36,0.27,0.25,0.00%,-1.79%,-2.17%,0.00%,0.00%,0.00%,14.8,14.8,14.8,-5.16,-5.72,-5.27,6.34,9.39,5.03,33.24,30.6,25.27,1.63,1.52,1.52,0,0,0,0.02,0.02,0.03,47.57,47.53,38.28,9.65,-8.42,-15.08,-5.9,9.27,9.52,-0.72,1.97,-4.91,37.1,5.01,36.3,73.41,"Business Overview : [1] [2] Company offers end-to-end online digital platform for trading in Equity and Derivatives (Futures and Options), Stock, Commodities, Currency Markets, IPOs, Mutual Funds, Insurance, NCD and Bond through mobile   and web apps. It has a network of 250 offices across India",Nano,1.6,1.86,2.54,0.181818182,0.229913473,0.275787188,0.229172948,7.405189621,4.215909091,44.46,38.31,47.55,47.59,-3.91,2.6,3.50625,6.38172043,9.53,9.08,9.64,14.56,18.47,15.98,0.10989011,0.100703844,0.158948686,-0.181585678,-0.449799197,0.345467033,0.508391987,0.396745932,14.12926089,1.8,18.3,16.85914713,0.220938991,-1.081818182
IFCI Limited (NSEI:IFCI),NSEI:IFCI,Financial Svcs. (Non-bank & Insurance),Financials,1556,1699,1988,2108,986,715,39,28,130,943,642,571,66,74,81,16%,559%,68%,0%,0%,0%,2103,2196,2490,715,1571,2045,7095,6020,5367,5574,7152,9016,1741,1764,1734,16,11,13,6541,7700,8678,7190,7464,8493,-257,-336,12,-30,-59,-155,73,465,404,13601,52,93.8,71.72,"Business Overview IFCI Limited is a NBFC established in 1948, providing financial support for various kinds of projects such as airports, roads, telecom, power, real estate, manufacturing, services sector and such other allied industries. [1]",Mid,1844,1355,391,0.927565392,0.797527958,0.251285347,0.658792899,261.5576923,6.841549296,7715.666667,17184,15175,13747,145,-150,-0.005422993,-0.154243542,4535,3767,2818,9902,9787,9913,0.186225005,0.138448963,0.039443155,2.513043478,-1.134920635,0.542011715,0.615101665,0.715726823,11.53153087,1.2,14.7,12.98265261,0.105085104,0.077967807
Inditrade Capital Limited (BSE:532745),BSE:532745,Financial Svcs. (Non-bank & Insurance),Financials,200,175,167,156,157,137,1,4,10,33,36,28,5,6,6,46%,-1%,56%,0%,0%,0%,23,23,23,117,96,95,385,256,150,131,136,133,34,32,30,0,0,0,11,11,14,610,468,357,-81,104,91,-19,-3,-7,128,-129,-105,22.1,9.45,27.6,31.09,"Business Verticals [1] 1. Lending Business: [2] - Agri-Commodity Finance : Provides loans against non-essential commodities, evaluated through exchange-accredited warehouses, and prices are hedged in exchanges. Loan sizes go up to â¹5 crore. - Microfinance : Offers micro-business loans ranging from â¹10,000 to â¹60,000, targeting joint liability groups. The focus is on providing small loans to underserved segments of the population, particularly in rural areas. **  - MSME Finance** provides business loans up to â¹50 lakh to Micro, Small, and Medium Enterprises (MSMEs), with quick processing (within 72 hours). Credit underwriting uses alternative methods to traditional scoring. E-commerce (Boonbox): [3] Boonbox is a rural e-commerce initiative targeting customers with household incomes of less than â¹1 lakh per annum. The platform offers end-to-end services, from customer acquisition through affiliates, to product delivery, installation, and first-level customer support. Financial Product Distribution: [4] The company offers various financial products through third-party partnerships, including business, personal, insurance, health, and gold loans. This allows Inditrade to diversify its product offerings without directly taking on the full risk of the loans. Technology and Scalability (Scalerator): [5] The company leverages a digital-first approach for loan disbursement, credit underwriting, and customer engagement. Technology enables faster processing and scaling of its operations, especially in segments like microfinance and MSME lending",Nano,58,54,77,0.347305389,0.308571429,0.385,0.346958939,2.338624339,0.132335329,478.3333333,371,479,621,-105,-147,-1.931034483,-2.777777778,118,119,140,268,375,525,0.21641791,0.144,0.146666667,0.074766355,0.166666667,0.559701493,0.682666667,0.733333333,13.76686508,1.8,18.3,15.76279762,0.416458853,0.041916168
Intec Capital Limited (BSE:526871),BSE:526871,Financial Svcs. (Non-bank & Insurance),Financials,9.73,6.89,3.76,13.31,27.31,12.05,6.69,1.61,0.13,0.13,0.15,0.23,0.56,0.56,0.49,6.20%,44.26%,-36.37%,0.00%,0.00%,0.00%,18.37,18.37,18.37,49.7,21.57,15.94,58.21,54.01,55.63,3.57,3.2,5.24,13.68,13.16,12.87,0,0,0,0.07,0.07,0.07,116.1,83.92,82.24,9.54,1.53,2.7,-0.24,-0.19,0.13,-8.09,-4.24,1.21,27.7,15.1,,71.76,"Business Overview: [1] Company provides funding for office equipment, medical equipment, plant & machinery, computer peripherals, etc. to SMEs, government, semi-government and private sector customers",Nano,-8.06,-20.27,-3.45,-2.143617021,-2.941944848,-0.354573484,-1.813378451,1.834437086,7.367021277,94.08666667,82.31,83.99,116.17,-3.72,-31.81,0.445409429,1.578687716,34.31,39.94,68.07,89.94,93.95,126.28,-0.089615299,-0.21575306,-0.027320241,0.780548628,0.087844108,0.61852346,0.574880255,0.460959772,0.304833885,1.8,18.3,7.16956759,0.039504097,-0.034574468
Summit Securities Limited (BSE:533306),BSE:533306,Investments & Asset Management,Financials,74,51,102,4,4,4,1,0,0,0,0,0,0,0,0,29%,21%,23%,0%,0%,0%,11,11,11,4471,5095,9015,0,0,0,455,534,1051,0,0,0,0,0,0,4903,5612,10071,33,28,6,47,38,36,-22,-43,-57,0,0,0,2195,2013,19.3,74.64,"Corporate Background Summit Securities Limited (formerly RPG Itochu Finance Limited) was originally incorporated in India in 1997.The Co. has obtained registration as a NBFC from RBI. Pursuant to a scheme of arrangement between erstwhile Summit Securities Limited and Brabourne Enterprises Limited (Brabourne) and Octav Investments Limited (Octav) and CHI Investments Limited (CHI) and the Co., the Co. took over the entire assets and liabilities of CHI, erstwhile Summit, Brabourne and Octav with effect from the appointed date of the Scheme of arrangement i.e. March 31, 2009. The assets taken over were predominantly the investments held by the transferor companies in various listed and unlisted companies. [1]",Small,98,47,70,0.960784314,0.921568627,0.945945946,0.942766296,1.09041232,21.51960784,22.33333333,10077,5640,4936,3920,625,39.41836735,12.38297872,9026,5106,4482,9026,5106,4482,0.010857523,0.009204857,0.015618028,0.013010204,-0.036858974,0,0,0,,1.4,15.9,,0.01012206,0.558823529
Aarti Drugs Limited (BSE:524348),BSE:524348,Drugs (Pharmaceutical),Health Care,2489,2716,2529,2156,2407,2208,11,2,4,24,37,38,50,50,51,24%,26%,27%,5%,6%,5%,93,93,92,944,1100,1190,543,609,564,629,620,587,690,676,811,77,210,261,19,19,20,1422,1516,1340,70,133,359,-150,-164,-224,92,17,-136,3586,390,23.6,55.38,"Largest producer in World Aarti Drugs Ltd. (ADL) is the largest producer of Fluoroquinolones group, Tinidazole, Metronidazole Benzoate, Celecoxib, Nimesulide, and Ketoconazole in the world. It is one of the leading producers of Metformin in the world. [1]",Small,359,346,357,0.141953341,0.127393225,0.143431097,0.137592554,9.194871795,1.41795176,1426,1621,1745,1518,-91,236,-0.877437326,0.208092486,1282,1193,1037,1846,1802,1580,0.19447454,0.192008879,0.225949367,-4.25,1.022522523,0.30552546,0.337957825,0.343670886,5.744337272,1.4,15.9,12.79718647,1.039884868,0.088572558
Ajanta Pharma Limited (NSEI:AJANTPHARM),NSEI:AJANTPHARM,Drugs (Pharmaceutical),Health Care,3341,3743,4209,2408,2934,3037,112,74,85,10,6,7,125,131,135,22%,21%,27%,11%,15%,79%,17,25,25,3247,3363,3542,25,36,35,711,1159,927,1512,1496,1479,153,209,256,147,535,349,2188,2341,2446,562,792,785,-74,-560,65,-460,-108,-1051,32350,2590,37,66.26,"India - Branded Generic business (31% of FY23 revenues) [1] - Focused on niche and first-to-market drugs in 4 therapeutic areas - cardiology, ophthalmology, dermatology, pain management [2] - Has an MR strength of ~2800 -    Launched 23 products in India in FY22 out of which 6 were first to market. [3] The total product basket comprises 500+ products with 50% being 1st to market [4]",Large,1179,815,943,0.280114041,0.217739781,0.282250823,0.260034882,12.49034749,7.685911143,2325,3051,3085,2488,198,149,0.223070399,-0.504294479,3567,3388,3264,3602,3424,3289,0.327318157,0.238025701,0.286713287,2.617977528,2.977777778,0.009716824,0.010514019,0.007601095,25.55555556,1,13.5,13.61714171,0.929139073,-0.015443098
Bliss GVS Pharma Limited (BSE:506197),BSE:506197,Drugs (Pharmaceutical),Health Care,747,752,770,629,634,620,-42,18,0,5,10,7,17,19,26,57%,28%,30%,34%,7%,7%,10,10,10,808,873,957,109,102,100,181,171,147,281,379,370,22,3,8,2,8,4,803,768,832,135,34,152,-103,-6,-133,-24,-25,-21,1565,148,17.7,35.1,"Product Portfolio: The company manufactures, markets, and exports over 150 branded formulations across 60+ therapeutic segments, including anti-malarial, anti-fungal, anti-bacterial, antibiotic, anti-inflammatory, contraceptive, and anti-diabetic. It sells these formulations as suppositories, pessaries, capsules, tablets, and syrups. Its portfolio includes over 150 brands such as P-Alaxin, Lonart, Funbact, and Lofnac. [1] [2]",Small,157,128,123,0.203896104,0.170212766,0.164658635,0.179589168,10.57432432,2.032467532,801,844,779,827,89,-38,-0.280254777,-0.34375,967,883,818,1067,985,927,0.147141518,0.129949239,0.132686084,0.219512195,0.086206897,0.093720712,0.103553299,0.117583603,7.130359177,1.4,15.9,15.07810302,0.634266886,0.172727273
Granules India Limited (BSE:532482),BSE:532482,Drugs (Pharmaceutical),Health Care,3765,4512,4506,3038,3597,3648,13,12,2,23,56,106,159,184,207,26%,25%,26%,9%,7%,9%,25,24,24,2562,2811,3201,1106,1136,1315,819,932,957,1541,1911,2096,356,239,272,20,21,22,2594,2732,3109,332,739,439,-379,-192,-358,190,-440,8,12539,517,26.1,38.85,Business Segments,Mid,964,971,750,0.213936973,0.215203901,0.199203187,0.20944802,24.25338491,2.782734132,2811.666667,3403,2992,2970,386,-91,0.029045643,-0.291452111,3225,2835,2587,4540,3971,3693,0.212334802,0.24452279,0.203086921,-0.010544815,2.68705036,0.289647577,0.286074037,0.299485513,5.023326657,1.2,14.7,11.89717501,0.819421713,0.079449623
Jubilant Pharmova Limited (BSE:530019),BSE:530019,Drugs (Pharmaceutical),Health Care,6130,6282,6703,4980,5503,5802,8,-9,-76,145,188,272,382,554,382,34%,333%,57%,19%,-130%,102%,16,16,16,5303,5383,5418,3192,3677,3664,1319,1853,2240,4871,5183,5091,1090,1562,2103,239,256,42,3631,3928,4101,838,661,971,-323,-474,-596,-33,-157,-432,14008,879,49.2,50.67,"Business Segments & Revenue Contribution 9MFY24 [1] [2] a) Radiopharma (~44%): Radiopharmaceuticals (including radiopharmacies)The company is the #3 radiopharmaceutical manufacturer in the US and has the #2  network in the US with 46 radiopharmacies. In 9MFY24, sale of Mertiatide, Sulfur colloid) and Ruby-Fill did very well. RUBY-FILL is a cardiac imaging product. Company plans to maintain its leadership position in North America. [3]",Mid,1173,967,1295,0.17499627,0.153931869,0.211256117,0.180061419,15.93629124,2.089810533,3886.666667,6246,5746,4960,113,252,-0.411764706,-0.229576008,5434,5399,5319,9098,9076,8511,0.128929435,0.106544733,0.152156033,19.13636364,0.269026549,0.402725874,0.40513442,0.375044061,5.693017017,1.2,14.7,11.07265491,0.59124989,0.088915411
Kerala Ayurveda Limited (BSE:530163),BSE:530163,Drugs (Pharmaceutical),Health Care,80,93,108,71,91,101,1,3,1,7,5,5,1,1,1,15%,-23%,168%,0%,0%,0%,11,11,12,-4,-5,20,70,72,68,34,37,41,44,46,46,4,7,7,0,0,0,62,61,88,0,10,2,-2,-7,-1,-13,-1,18,519,431,167,58.58,"Business Overview: [1] Company manufactures Ayurveda products and deals in Ayurveda Research, Academies, Clinics, Hospitals, Ayurvedic Wellness Resorts and Services, cultivation of Ayurveda herbs, and maintaining a herbarium of medicinal plants",Small,12,7,16,0.111111111,0.075268817,0.2,0.128793309,1.204176334,4.805555556,70.33333333,95,68,66,23,-1,1.833333333,-1.142857143,32,6,7,100,78,77,0.12,0.08974359,0.207792208,0.681818182,13,0.68,0.923076923,0.909090909,8.09912854,1.4,15.9,10.59540741,0.765957447,0.009259259
Lincoln Pharmaceuticals Limited (BSE:531633),BSE:531633,Drugs (Pharmaceutical),Health Care,472,510,581,376,421,480,10,22,34,1,2,1,8,9,11,28%,27%,24%,4%,4%,4%,20,20,20,413,482,573,2,2,1,99,83,106,132,151,179,16,7,3,97,91,139,290,339,379,76,39,63,-78,-37,-57,-3,-4,-5,1368,683,14.1,49.78,"Product Basket Lincoln Pharma has developed 600+ formulations in 15 therapeutic areas. It has 1700 registered products and another 700 in the pipeline. Focus areas include anti-infective, respiratory system, gynecology, cardio & CNS, antidiabetic, anti-malaria among others. [1] During FY23, co. has launched 18 products in the domestic market and filled 130 plus dossiers in the export market.",Small,102,91,97,0.17555938,0.178431373,0.205508475,0.186499743,2.002928258,2.354561102,336,521,437,403,61,50,0.039215686,0.142857143,593,502,433,594,504,435,0.171717172,0.180555556,0.222988506,0.788888889,0.550724638,0.001683502,0.003968254,0.004597701,83.33333333,1.4,15.9,16.01352413,0.83,0.098106713
Neuland Laboratories Limited (BSE:524558),BSE:524558,Drugs (Pharmaceutical),Health Care,951,1191,1559,807,918,1096,0,9,12,14,13,14,49,53,60,22%,24%,25%,10%,8%,6%,13,13,13,828,981,1270,241,128,95,302,457,454,767,758,824,20,41,46,4,1,1,592,781,962,60,237,261,-95,-61,-150,38,-136,-69,16980,13235,64.3,32.68,Business Segments 1. Prime APIs This segment comprises ~15 mature large volume APIs in a highly competitive market. The key molecules in this primary revenue generating segment are Levetiracetam and Mirtazapine. [1],Mid,477,286,158,0.305965362,0.240134341,0.166140904,0.237413536,1.282961844,10.89159718,778.3333333,1009,823,616,189,52,0.081761006,-0.031468531,1283,994,841,1378,1122,1082,0.346153846,0.254901961,0.146025878,1.4375,6,0.068940493,0.114081996,0.222735675,10.23407358,1.2,14.7,14.39211683,0.850518276,0.096215523
Strides Pharma Science Limited (NSEI:STAR),NSEI:STAR,Drugs (Pharmaceutical),Health Care,3070,3688,4051,3201,3544,3484,-112,92,-95,177,261,314,233,243,221,-27%,-21%,50%,0%,-7%,-33%,90,90,92,2269,2122,2034,3025,3030,2517,1556,1352,1157,2347,2311,1865,291,151,162,540,490,303,3762,3642,3470,-258,44,701,-119,302,-150,421,-214,-693,5262,571,26.4,26.82,"About [1] Incorporated in 1990, Strides operates in the pharmaceutical industry, manufacturing generic formulations in various dosage forms.",Mid,881,405,46,0.217477166,0.109815618,0.014983713,0.114092166,9.215411559,1.298938534,3624.666667,3935,4283,4593,-153,-106,-0.343927355,0.483950617,2126,2212,2359,4643,5242,5384,0.189748008,0.077260588,0.008543834,-0.606010017,-4.352112676,0.542106397,0.578023655,0.561849926,8.980089969,1.2,14.7,11.59920018,0.698448276,0.037027894
Themis Medicare Limited (BSE:530199),BSE:530199,Drugs (Pharmaceutical),Health Care,395,354,382,299,287,330,18,25,24,9,10,9,9,10,12,23%,22%,19%,6%,8%,11%,9,9,9,278,330,368,80,92,96,61,82,93,144,162,168,3,3,3,56,70,89,225,279,307,34,16,22,-16,-24,-16,-18,0,-9,2062,224,38.9,67.15,"Business Segments [1] A) Hospital Business - Critical Care Division, Intensive Care Division, Institution Business, Exports. Hospital Business is a major growth driver. Critical Care and Intensive Care teams contribute to building Hospital Business with new launches and increased hospital/doctorâs coverage.",Small,61,77,105,0.159685864,0.217514124,0.265822785,0.214340924,9.205357143,5.397905759,270.3333333,399,352,284,36,47,0.327868852,0.298701299,377,339,287,473,431,367,0.128964059,0.178654292,0.286103542,0.666666667,-0.640625,0.202959831,0.213457077,0.217983651,10.49818841,1.4,15.9,14.80364923,0.67372134,0.041884817
Wanbury Limited (BSE:524212),BSE:524212,Drugs (Pharmaceutical),Health Care,511,485,557,475,459,484,77,-3,26,21,21,29,11,12,13,0%,1%,1%,0%,0%,0%,33,33,33,-56,-66,-5,100,95,116,276,241,199,167,167,167,2,2,3,0,0,0,183,135,174,41,20,4,1,-9,-17,-29,-32,15,720,220,26.1,39.76,Business Overview: [1] WL is a pharmaceutical company with a presence in the API global market and domestic branded Formulation. Itâs majorly into Active Pharmaceutical Ingredient (API) Sales & Marketing in over 50 countries and Pan-India Formulation presence,Small,102,47,57,0.183123878,0.096907216,0.111545988,0.130525694,3.272727273,1.292639138,164,177,137,185,82,-13,0.637254902,-0.468085106,28,-33,-23,144,62,77,0.708333333,0.758064516,0.74025974,0.87804878,1.733333333,0.805555556,1.532258065,1.298701299,22.70175439,1.4,15.9,21.37919103,1.619186047,0.030520646
Apollo Hospitals Enterprise Limited (NSEI:APOLLOHOSP),NSEI:APOLLOHOSP,Hospitals/Healthcare Facilities,Health Care,14663,16612,19059,12474,14548,16665,368,75,105,379,381,449,601,615,687,30%,22%,33%,16%,26%,26%,72,72,72,5551,6126,6864,4068,4332,5333,3570,3886,4474,8296,8520,9664,46,610,873,816,574,986,4104,4712,5219,1696,1377,1920,-747,-857,-1537,-792,-633,-311,96652,6722,81.7,29.33,"Business Segments 1) Healthcare Services (52% in H1 FY25 vs 55% in FY22): [1] [2] The company has a capacity of 10,134 beds in 73 hospitals located in India and overseas, out of which 8,709 beds are located in 45 owned hospitals, 639 beds in Day Surgery & Cradles and 790 beds are in 6 hospitals under management through operations and management contracts. [3]",Large,2843,2445,2568,0.149168372,0.147182759,0.175134693,0.157161941,14.37845879,5.071199958,4678.333333,7078,5896,4966,594,614,-0.331691875,-0.099386503,6936,6198,5623,12269,10530,9691,0.231722227,0.232193732,0.264988133,1.407130535,2.323003576,0.434672752,0.411396011,0.419770921,8.843635853,1,13.5,11.47600538,1.138394457,0.080644315
Taneja Aerospace and Aviation Limited (BSE:522229),BSE:522229,Aerospace/Defense,Industrials,31,32,30,15,13,11,-4,1,1,1,1,0,3,3,4,32%,31%,28%,23%,91%,92%,12,12,13,96,97,118,3,0,0,14,15,17,102,105,109,4,2,0,0,0,21,20,18,17,10,16,14,-4,3,-27,-7,-13,10,916,359,72.9,52.2,Service Offering Aircraft Manufacturing TAAL was established in 1994 as the first private sector company in the country to manufacture general aviation i.e. non-military aircraft. [1] Aviation Infrastructure It has entered into an Aviation Infrastructure - Airfield & MRO facility agreement with Air Works India (Engg) for the establishment of commercial Aircraft Maintenance and Operating Aviation Infrastructure - Airfield & MRO Division services at Co's private airfield. [1],Small,19,20,17,0.633333333,0.625,0.548387097,0.602240143,2.551532033,30.53333333,18.33333333,38,20,24,16,-5,-0.578947368,-0.1,131,109,108,131,109,111,0.145038168,0.183486239,0.153153153,-0.090909091,-0.5,0,0,0.027027027,,1.4,15.9,,0.204081633,0.9
Beardsell Limited (NSEI:BEARDSELL),NSEI:BEARDSELL,Building Materials,Industrials,186,232,245,173,214,224,2,4,4,5,5,5,6,6,7,28%,25%,34%,13%,4%,5%,7,7,8,43,51,63,28,36,33,49,52,57,51,50,64,0,9,2,1,1,1,76,87,94,9,15,15,-1,-13,-13,-7,-1,-6,147,37.3,18,54.54,"Business Overview: [1] BSL is a manufacturer and supplier of Expanded Polystyrene products, popularly known as thermocole and Prefabricated Buildings. It undertakes erection, commissioning and maintenance works in hot and cold insulation solutions. Company also has trading operations in domestic and international market",Micro,26,23,18,0.106122449,0.099137931,0.096774194,0.100678191,3.941018767,0.6,85.66666667,97,97,77,-5,17,-0.692307692,0.173913043,71,58,50,104,94,78,0.25,0.244680851,0.230769231,1.3,2.875,0.317307692,0.382978723,0.358974359,15.63251563,1.6,17.1,16.63435592,1.52173913,0.053061224
Carysil Limited (BSE:524091),BSE:524091,Building Materials,Industrials,484,594,684,379,484,553,10,2,5,11,17,23,18,26,32,24%,22%,28%,10%,10%,9%,5,5,5,248,298,349,150,235,312,150,174,178,206,328,404,21,14,10,0,0,0,326,371,431,52,71,58,-73,-136,-102,18,64,48,1934,681,30.4,41.37,"Overview [1] Carysil Limited was incorporated in 1987 and is engaged in manufacturing of Composite Quartz Sinks. The Company started its operations in technical collaboration with âSchock & Co.â, and has become one of the largest manufacturers of Quartz Kitchen Sinks in Asia. Company manufactures Stainless-Steel Kitchen Sinks with a core focus on âQuadro Sinksâ and dealing in a complete range of built-in Kitchen Appliances under its âCarysilâ Brand, having varieties of Kitchen Chimneys, Dishwashers, Cook-tops, Built-in Ovens, Wine-Chillers etc. Company also offers Bathroom solutions like Premium Sanitary ware, Washbasins, and Composite 3D Tiles to name a few, under its âSternhagenâ Brand.",Small,154,127,116,0.225146199,0.213804714,0.239669421,0.226206778,2.839941263,2.82748538,376,441,385,347,52,14,-0.324675325,-0.960629921,354,303,253,666,538,403,0.231231231,0.23605948,0.287841191,0.703125,0.814814815,0.468468468,0.436802974,0.372208437,7.313056919,1.4,15.9,11.87728793,0.809467456,0.149122807
