Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,other_liabilities_2022,other_liabilities_2023,other_liabilities_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About
Agro Tech Foods Limited (BSE:500215),BSE:500215,Food Processing,Consumer Staples,"<td class="""">917</td>","<td class="""">850</td>","<td class="""">760</td>","<td class="""">862</td>","<td class="""">804</td>","<td class="""">725</td>",4,0,4,2,3,3,21,22,21,26%,26%,27%,28%,48%,70%,24,24,24,438,462,476,50,62,42,104,88,98,301,305,320,11,26,30,0,0,0,304,305,291,-30,22,63,-11,-43,-37,34,22,-19,"2,028",832,765,51.77%,"Product Segments 1) Foods Business (55% in FY24 vs 44%in FY22): [1] [2] The foods portfolio of the company comprises of five categories – Ready to Cook Snacks, Ready to Eat Snacks, Spreads, Breakfast Cereals, and Chocolates under its brands like Act II Popcorn and Sundrop Peanut Butter . The foods business grew by 11% between FY22 and FY24, backed by volume growth in ACT II products in the ready-to-eat snacks segment and new segments, like chocolate confectionery and breakfast cereals. [1] [3]"
AVT Natural Products Limited (BSE:519105),BSE:519105,Food Processing,Consumer Staples,"<td class="""">559</td>","<td class="""">582</td>","<td class="""">517</td>","<td class="""">454</td>","<td class="""">461</td>","<td class="""">438</td>",10,2,13,5,5,7,14,13,14,25%,26%,25%,21%,20%,23%,15,15,15,354,415,454,25,37,43,55,56,86,82,78,82,2,0,0,28,58,127,337,387,390,74,51,99,-29,-37,-78,-45,-8,-15,"1,097",72,24,75.00%,Products Segments :  The company operates in the business segment of Food & Feed Ingredients from Natural Raw materials. [1]
Balrampur Chini Mills Limited (NSEI:BALRAMCHIN),NSEI:BALRAMCHIN,Food Processing,Consumer Staples,"<td class="""">4,846</td>","<td class="""">4,666</td>","<td class="""">5,594</td>","<td class="""">4,139</td>","<td class="""">4,144</td>","<td class="""">4,808</td>",36,65,206,31,49,84,114,130,166,22%,30%,28%,11%,18%,11%,20,20,20,"2,749","2,875","3,381","1,211","1,880","2,009",512,653,678,"1,634","2,599","2,639",204,24,46,173,263,339,"2,482","2,543","3,064",695,453,178,-309,-859,-225,-385,406,47,"9,702",481,22.4,42.87%,"Manufacturing Capabilities The company owns and operates 10 manufacturing plants in Eastern & Central Uttar Pradesh. Their manufacturing facilities are located in Balrampur, Babhnan, Tulsipur, Akbarpur, Gularia, Maizapur, Mankapur, Rauzagaon, Haidergarh and Kumbhi. It has an installed crushing capacity of ~80,000 TCD per day. Its 5 distillery units operate at a capacity of 1050 KLPD. Its 10 co-gen power units generate power output of ~176 MW. [1] [2] The commissioning of distillery at Maizapur is likely to emerge as a game-changer. The flexibility to consume three different resources will enable this plant to operate ~330 days/yr making the ROI much faster. [3]"
CCL Products (India) Limited (BSE:519600),BSE:519600,Food Processing,Consumer Staples,"<td class="""">1,462</td>","<td class="""">2,071</td>","<td class="""">2,654</td>","<td class="""">1,131</td>","<td class="""">1,671</td>","<td class="""">2,208</td>",4,3,6,16,34,78,57,64,98,22%,7%,9%,33%,21%,24%,27,27,27,"1,224","1,471","1,647",655,920,"1,622",164,180,240,882,"1,257","1,252",160,54,501,0,0,0,"1,028","1,286","1,783",116,173,55,-192,-307,-527,9,164,559,"8,050",603,29.4,46.09%,"Company History [1] [2] CCL was initially registered as The Sahayak Finance and Investment Corporation Limited in 1961. The name was changed to Continental Coffee Limited in 1994 when it started producing instant coffee, and finally to the present name of CCL in 2002."
Foods and Inns Limited (BSE:507552),BSE:507552,Food Processing,Consumer Staples,"<td class="""">632</td>","<td class="""">999</td>","<td class="""">1,020</td>","<td class="""">580</td>","<td class="""">898</td>","<td class="""">897</td>",6,7,6,21,30,49,13,14,16,35%,27%,43%,8%,5%,5%,5,5,6,192,307,393,223,342,469,154,156,160,133,173,246,55,61,39,1,12,12,384,565,729,15,-73,-22,-52,-77,-95,29,134,60,789,108,29,25.47%,"Business Overview: [1] F&IL is a USDA, FDA, FSSAI certified processors and exporters of processed fruit and vegetable products, and is one of the largest mango pulp processors in the country"
Heritage Foods Limited (NSEI:HERITGFOOD),NSEI:HERITGFOOD,Food Processing,Consumer Staples,"<td class="""">2,681</td>","<td class="""">3,241</td>","<td class="""">3,794</td>","<td class="""">2,495</td>","<td class="""">3,109</td>","<td class="""">3,590</td>",2,12,12,6,6,9,52,56,61,26%,29%,27%,24%,40%,22%,23,46,46,634,679,762,19,168,132,226,231,341,579,622,704,8,20,20,18,15,140,298,469,416,148,-61,390,-42,-83,-252,-93,126,-76,"3,737",403,19.7,41.30%,"Product Portfolio [1] The company's products include milk and value-added products such as curd, ice cream/frozen dessert, paneer, buttermilk, flavored milk, lassi, milk powders, sweets, Hertitage Nutrivet, Heritage Novandie."
Kohinoor Foods Limited (BSE:512559),BSE:512559,Food Processing,Consumer Staples,"<td class="""">98.50</td>","<td class="""">82.46</td>","<td class="""">94.79</td>","<td class="""">100.53</td>","<td class="""">71.07</td>","<td class="""">80.07</td>",4.92,8.45,0.55,0.68,17.99,17.92,7.73,6.71,6.31,14.49%,-15.02%,-49.22%,0.00%,0.00%,0.00%,37.07,37.07,37.07,-550.45,-554.53,-559.24,710.28,707.3,700.78,18.45,23.28,47.32,165.13,159.09,158.12,0,0.08,0.11,0.11,0,0,50.11,53.95,67.7,79.07,21.5,28.18,4.61,-0.12,-4.82,-83.78,-21.02,-24.71,132,35.8,,37.67%,"Business Overview: [1] Company is in the business of Basmati Rice, Wheat Flour, Ready to Eat Curries & Meals, Simmer Sauces, Cooking Pastes to Spices, Seasonings, Frozen Food, Pure Ghee, Indian Cottage Cheese, Ready Mixes, Namkeens & Sweets"
KRBL Limited (NSEI:KRBL),NSEI:KRBL,Food Processing,Consumer Staples,"<td class="""">4,211</td>","<td class="""">5,365</td>","<td class="""">5,385</td>","<td class="""">3,549</td>","<td class="""">4,425</td>","<td class="""">4,582</td>",43,92,97,13,15,24,74,76,79,26%,26%,25%,18%,3%,15%,24,24,23,"4,047","4,669","4,835",145,250,545,533,648,525,924,899,903,2,16,13,21,31,115,"3,801","4,645","4,896",561,-360,226,-206,206,-87,-322,5,-157,"6,056",265,13.9,60.17%,"Market Leadership The company is India’s largest exporter of branded basmati rice. Its India Gate brand is recognized as the world’s no. 1 basmati rice brand. It also has the largest rice milling plant in Punjab. It possesses the largest contact farming network coverage for rice [1] As of Q1 FY25, the company has a market share of 37% in the general trade and 45% in the modern trade of basmati packaged rice in India as per Nielsen. [2]"
LT Foods Limited (NSEI:LTFOODS),NSEI:LTFOODS,Food Processing,Consumer Staples,"<td class="""">5,427</td>","<td class="""">6,936</td>","<td class="""">7,772</td>","<td class="""">4,835</td>","<td class="""">6,235</td>","<td class="""">6,835</td>",23,71,99,69,82,83,123,127,153,27%,25%,25%,11%,9%,3%,32,35,35,"1,966","2,722","3,337","1,320","1,221",917,"1,042","1,341","1,753",905,995,"1,160",35,27,41,25,127,183,"3,394","4,170","4,657",517,258,757,-145,-395,-201,-358,136,-538,"12,400",357,21,51.00%,"Brands The company owns several rice brands such as Daawat, Royal, Heritage, Devaaya, Gold Seal Indus Valley, 817 Elephant, Leev, Golden Star and Kari Kari and Ecolife. [1] . Its flagship Brands “Daawat” and “Royal” enjoy leadership positions in the market of Basmati Rice in India and North America with market share of 30% and 50% respectively. [2] {https://economictimes.indiatimes.com/industry/cons-products/food/lt-foods-acquires-51-stake-in-golden-star-trading/articleshow/89971510.cms?from=mdr} {https://www.livemint.com/companies/news/lt-foods-picks-30-stake-in-netherlands-based-leev-through-subsidiary-11611135253274.html}"
Mawana Sugars Limited (BSE:523371),BSE:523371,Food Processing,Consumer Staples,"<td class="""">1,478</td>","<td class="""">1,482</td>","<td class="""">1,355</td>","<td class="""">1,373</td>","<td class="""">1,405</td>","<td class="""">1,265</td>",-2,2,28,26,28,30,40,36,35,31%,14%,29%,45%,89%,42%,39,39,39,345,345,371,417,383,568,250,266,200,212,197,204,3,16,1,4,3,3,832,817,972,-151,108,-164,-13,-39,5,107,-76,143,357,91.2,8.94,63.49%,"Business Overview: [1] [2] MSL is an ISO 22000:2005 certified manufacturer and marketer of Sugar, Ethanol and Co- generation of Power"
Shree Renuka Sugars Limited (NSEI:RENUKA),NSEI:RENUKA,Food Processing,Consumer Staples,"<td class="""">6,431</td>","<td class="""">9,017</td>","<td class="""">11,311</td>","<td class="""">6,030</td>","<td class="""">8,427</td>","<td class="""">10,634</td>",61,59,46,393,591,918,208,238,266,-1%,10%,36%,0%,0%,0%,213,213,213,-821,"-1,094","-1,651","5,234","5,569","5,794","2,477","2,917","5,807","4,004","4,296","4,561",217,114,50,43,42,34,"2,839","3,151","5,517",-134,926,913,-337,-450,-373,454,-332,-669,"7,618",35.8,,62.48%,Business Divisions
Simran Farms Limited (BSE:519566),BSE:519566,Food Processing,Consumer Staples,"<td class="""">394</td>","<td class="""">367</td>","<td class="""">486</td>","<td class="""">382</td>","<td class="""">360</td>","<td class="""">484</td>",3,1,2,2,2,2,2,2,2,-3%,-3%,37%,0%,0%,0%,4,4,4,24,27,27,28,30,35,47,56,73,21,23,23,0,0,0,0,0,0,81,93,116,-2,-7,8,0,-4,-1,0,0,-1,77.7,205,13.5,37.32%,"Business Overview: [1] [2] [3] Company does integration and consolidation of poultry products and caters to poultry and  its allied sectors. It is mainly focused on integration/contract farming with poultry farmers and consolidation of poultry activities and has also arranged its own manufacturing set-up for production of poultry feeds. Company's parent poultry breeding farms are located near Indore in Madhya Pradesh and hatcheries and contract rearing farms are located in Madhya Pradesh, Chhattisgarh, Punjab, Gujarat, Rajasthan, Jammu & Maharashtra. At present, major part of company’s revenue is generated from selling broilers. Company supplies its products to wholesalers & retailers located in various states"
Vadilal Industries Limited (BSE:519156),BSE:519156,Food Processing,Consumer Staples,"<td class="""">698</td>","<td class="""">1,058</td>","<td class="""">1,125</td>","<td class="""">599</td>","<td class="""">892</td>","<td class="""">904</td>",8,10,12,19,16,18,24,30,35,30%,26%,19%,2%,1%,1%,7,7,7,290,390,535,186,291,223,140,150,151,307,403,444,3,20,12,1,5,16,313,410,445,32,39,192,-20,-62,-66,8,9,-114,"2,566","3,569",16.7,64.72%,"Brand Position The company is the 2nd largest ice cream brand in India. It is the largest player in the Cones, Cups, and Candy categories. [1] It has a 16% market share in the organized Indian ice cream market. [2]"
Golden Tobacco Limited (BSE:500151),BSE:500151,Tobacco,Consumer Staples,"<td class="""">76.08</td>","<td class="""">23.42</td>","<td class="""">41.79</td>","<td class="""">41.36</td>","<td class="""">37.29</td>","<td class="""">30.36</td>",9.8,23.52,0.95,15.99,10.85,4.28,0.62,1.01,0.47,2.29%,-28.05%,0.00%,0.00%,0.00%,0.00%,17.59,17.59,17.59,-225.54,-231.61,-221.52,0,2,2,401.6,386.37,350.54,15.15,8.38,7.93,0.32,0,0,11.38,2.26,1.19,166.8,163.71,139.49,24.54,20.75,-0.15,1.07,5.86,0.39,-26.95,-26.05,0,63.6,36.1,12,30.04%,"Product Portfolio: [1] a) Cigarettes: [2] Panama Mini Kings Special, Panama Filter, Panama Deluxe Filter, Taj Chhap, Golden's Gold Flake, etc. b) Slim / Super Slim Cigarettes: [3] June Slim, June Super Slim, Lips c) Cigars: [4] Just Black, Lips (In Barrel n Caps), June Slim Cigars d) Cigarillos: [5] Just Black 108mm Manufacturing Capacity: [6] Company has it's own raw tobacco procurement division, based at Guntur which is capable of handling 10 million kgs of raw tobacco per season and a tobacco processing / blending division at Vadodara, with a capacity of 50 tons/day"
Dabur India Limited (NSEI:DABUR),NSEI:DABUR,Transportation,Consumer Staples,"<td class="""">10,889</td>","<td class="""">11,530</td>","<td class="""">12,404</td>","<td class="""">8,637</td>","<td class="""">9,367</td>","<td class="""">10,004</td>",308,445,482,39,78,124,253,311,399,23%,23%,23%,53%,54%,53%,177,177,177,"8,205","8,796","9,689","1,030","1,174","1,365","2,872","3,505","3,885","2,308","3,579","3,815",168,175,232,"6,220","6,265","6,933","3,589","3,633","4,136","1,802","1,488","2,013","-1,273",-583,-971,-490,"-1,035","-1,161","92,914",524,52.8,66.27%,Leading FMCG Company Dabur India Limited is the fourth largest FMCG Company in India and the world’s largest Ayurvedic and Natural Health Care Company with a portfolio of over 250 Herbal/Ayurvedic products. [1]
Godrej Consumer Products Limited (NSEI:GODREJCP),NSEI:GODREJCP,Transportation,Consumer Staples,"<td class="""">12,276</td>","<td class="""">13,316</td>","<td class="""">14,096</td>","<td class="""">9,867</td>","<td class="""">10,873</td>","<td class="""">11,139</td>",78,114,"-2,209",122,188,310,210,236,241,17%,20%,383%,0%,0%,-274%,102,102,102,"11,454","13,692","12,496","1,704","1,130","3,222","2,822","2,513","2,571","9,219","9,934","10,440",116,45,83,"1,015","3,029","3,504","5,731","4,429","4,365","1,451","2,151","2,070",-844,"-1,754","-3,435",-380,-794,"1,406","1,15,104","1,125",66.8,53.04%,Product Portfolio The company has more than 10 brands that produce various products in various geographies. Its brands include: GoodKnight- Mosquito Repellent Brand Darling - Hair Extensions Business No. 1 - Soap Brand HIT - Pests killing products Cinthol - Premium personal care products Expert - Hair Color Brand Mitu - Babycare products Stella - Air freshener products MR magic - Liquid hand wash Aer -Air freshener products These top 10 brands contribute ~70% of revenue. [1]
Lykis Limited (BSE:530689),BSE:530689,Transportation,Consumer Staples,"<td class="""">329</td>","<td class="""">454</td>","<td class="""">404</td>","<td class="""">329</td>","<td class="""">429</td>","<td class="""">395</td>",6,3,3,3,7,8,1,2,1,-7%,19%,-5%,0%,0%,0%,20,20,20,-8,8,12,113,144,89,11,13,21,4,5,5,0,0,0,1,1,1,130,179,136,-64,-23,66,10,0,-1,58,21,-63,82.4,42.5,34.5,67.17%,Business Overview: [1] [2] Company offers manufacturing support for private labelling in domestic and 40+ countries
Coal India Limited (NSEI:COALINDIA),NSEI:COALINDIA,Coal & Related Energy,Energy,"<td class="""">109,715</td>","<td class="""">138,252</td>","<td class="""">142,324</td>","<td class="""">84,995</td>","<td class="""">94,020</td>","<td class="""">94,352</td>","3,866","6,560","8,396",541,684,819,"4,429","6,833","6,735",26%,27%,23%,60%,47%,42%,"6,163","6,163","6,163","36,980","54,680","76,567","3,514","4,331","6,523","132,780","156,222","147,217","46,677","64,547","75,668","12,897","17,622","18,960","8,921","7,139","7,110","110,942","132,087","134,731","41,107","35,734","18,103","-25,715","-23,465","-4,486","-13,441","-13,704","-13,899","2,28,606",371,6.7,63.13%,"A Maharatna company Coal India was incorporated in 1973 as Coal Mines Authority Ltd after the nationalization of the coal sector. [1] It is a 'Maharatna' company under the Ministry of Coal, Government of India with headquarters at Kolkata, West Bengal. [2]"
Oil and Natural Gas Corporation Limited (NSEI:ONGC),NSEI:ONGC,Oil/Gas (Integrated),Energy,"<td class="""">491,246</td>","<td class="""">632,291</td>","<td class="""">591,396</td>","<td class="""">411,373</td>","<td class="""">556,764</td>","<td class="""">488,561</td>","6,797",-30,"12,982","5,696","7,889","10,194","26,883","24,557","28,763",9%,24%,26%,29%,40%,31%,"6,290","6,290","6,290","253,213","274,357","330,780","121,986","142,255","153,181","201,771","190,212","219,523","254,402","250,819","298,454","106,719","113,945","116,022","66,642","78,873","102,207","155,496","169,478","193,091","78,248","86,062","99,263","-41,197","-74,690","-57,203","-35,790","-12,876","-45,650","3,13,186",249,7.48,58.89%,"History [1] ONGC was established in 1956 by the Government of India for oil exploration. With 60+ years of oil exploration, ONGC has discovered 8 out of 9 producing basins of India: 1958 at Gujarat, 1963 at Assam, 1967 at Rajasthan, 1974 at Mumbai, 1980 at Krishna Godavari, 1985 at Cauvery, 2019 at Bengal & 2022 at Vindhyan."
Essar Shipping Limited (BSE:533704),BSE:533704,Oil/Gas Distribution,Energy,"<td class="""">328</td>","<td class="""">61</td>","<td class="""">20</td>","<td class="""">265</td>","<td class="""">28</td>","<td class="""">87</td>",319,"1,764",75,356,132,81,106,41,32,0%,-2%,-1%,0%,0%,0%,207,207,207,"-5,121","-2,949","-3,014","3,912","2,704","2,642","2,171","1,085","1,076",112,58,26,0,0,0,40,38,0,"1,018",951,885,140,514,-46,478,463,111,-627,-969,-71,607,29.3,,73.75%,"Business Overview: [1] Company is an integrated logistics services provider engaged in the businesses of sea transportation, logistics services, and oilfields services. It does fleet operating and chartering activities and operates international and coastal voyages."
Alphageo (India) Limited (BSE:526397),BSE:526397,Oilfield Svcs/Equip.,Energy,"<td class="""">155</td>","<td class="""">66</td>","<td class="""">99</td>","<td class="""">122</td>","<td class="""">59</td>","<td class="""">86</td>",5,24,5,1,1,0,20,13,14,31%,27%,77%,42%,39%,1343%,6,6,6,265,277,272,0,0,0,38,7,16,65,65,59,1,2,2,26,55,30,218,168,203,79,13,1,-23,-65,11,-6,-6,-5,239,376,13.7,46.03%,"Business Overview: [1] AIL provides seismic survey services to the oil exploration & production sector. It is the an Indian geophysical company providing comprehensive services covering land seismic data acquisition, its processing and interpretation"
Aryaman Financial Services Limited (BSE:530245),BSE:530245,Brokerage & Investment Banking,Financials,"<td class="""">85</td>","<td class="""">56</td>","<td class="""">70</td>","<td class="""">74</td>","<td class="""">46</td>","<td class="""">34</td>",0,0,0,2,3,4,0,0,0,11%,19%,14%,0%,0%,0%,12,12,12,30,44,61,31,41,46,26,36,41,2,2,2,0,0,0,39,58,62,58,73,96,17,11,26,-3,1,-6,0,7,2,558,478,37,62.17%,"Services Offerings [1] [2] A) Fund Raising – Equity Capital Markets The company advises corporates and businesses of all sizes which are seeking to mobilize capital from investors in India and overseas through IPOs, FPOs, Rights Issues, and other ways of raising capital. B) M&A Advisory and Open Offer Management: The M&A segment is engaged in turnkey transaction management and advises a diverse range of clients in medium to large transactions. It provides both buy-side and sell-side advisory services as part of our M&A advisory offerings. C) Private Equity Offerings: It advises promoters and companies on the key considerations in a PE fundraising exercise . D) Structured Finance Advisory: The company organizes appropriate financing solutions for client-specific situations and identifies and places the transaction with institutional investors. The portfolio of solutions comprises Promoter Financing and acquisition Financing . E) Corporate Finance Advisory and Certifications: Managing corporate finance activities such as Schemes of Amalgamations, Mergers, ESOP Transactions, Foreign Remittance and Equity Placements, etc. [3]"
