Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3),best_scenario,fcff,PV_FCFF,share_price
MetroGlobal Limited (BSE:500159),BSE:500159,Retail (Distributors),Industrials,249,235,235,237,222,223,6,12,11,1,1,1,1,1,1,26%,21%,24%,21%,16%,15%,12,12,12,340,343,377,4,9,30,28,13,10,42,41,35,2,2,0,78,74,135,263,260,260,-16,-2,25,-2,33,-38,-8,-4,-7,175,142,7.52,74.73,"Business Overview: [1] [2] MGL is in the business of trading of chemicals, textiles, minerals and ores, metals and precious metals. It imports chemicals, minerals and ores in bulk to distribute the same across India. Also, the company has invested substantial amount of its networth via ICDs in various entities, some of which are in real estate development",Micro,13,14,13,0.055319149,0.059574468,0.052208835,0.055700817,1.232394366,0.744680851,261,395,336,343,62,8,1.846153846,2.928571429,389,355,352,419,364,356,0.031026253,0.038461538,0.036516854,0,-1.75,0.071599045,0.024725275,0.011235955,13.14814815,1.6,17.1,16.81705118,0.546511628,0.161702128,"[20, 18, 17, 16, 14, 12, 11, 10, 8, 6, 5]","[282, 333, 389, 452, 515, 577, 640, 704, 760, 806, 846]",FALSE,"[0.06, 0.06, 0.06, 0.06, 0.07, 0.07, 0.07, 0.07, 0.08, 0.08, 0.08]","[11.84, 13.99, 16.34, 18.98, 25.23, 28.27, 31.36, 34.5, 42.56, 45.14, 47.38]",50.77,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0816,"[39.17, 34.0, 29.47, 27.39, 23.33, 22.96, 23.33, 23.7, 20.74, 17.04, 29.03]","[34.81, 42.5, 53.33, 70.0, 84.0, 95.38, 114.55, 142.22, 160.0, 153.33, 29.03]","[36.15, 31.88, 28.0, 26.25, 25.2, 24.8, 25.2, 30.48, 32.94, 35.38, 29.03]",0.0664,0.033,0.0631,290.16,979.15,325.31,1,"[-27.330000000000002, -20.009999999999998, -13.129999999999999, -8.41, 1.9000000000000021, 5.309999999999999, 8.030000000000001, 10.8, 21.820000000000004, 28.1, 18.35]","[-23.395557175873538, -14.663397590248616, -8.23656269865605, -4.5161778804811785, 0.8734185378448222, 2.0895707789526248, 2.7050286636521514, 3.1143960688890653, 5.3863999096183015, 5.9380510740312165, 32.814407039774984]",400.1231994
Sical Logistics Limited (BSE:520086),BSE:520086,Shipbuilding & Marine,Industrials,349,392,221,388,365,204,-120,-780,47,21,19,39,71,56,48,2%,1%,19%,0%,0%,0%,59,65,65,-989,-12,-37,1766,483,510,730,256,229,764,605,557,408,0,10,1,1,1,393,187,199,68,7,8,-55,70,-7,-36,-23,25,768,119,,90,"Business Overview: [1] [2] a) SLL is is a part of Coffee Day group and is an integrated end to end logistics solutions provider b) Company has investments in logistics related infrastructure and has expanded in various business segments viz. Mining, Port Logistics, Road and Rail Transport, Container Freight Station, Warehousing, Shipping. c) Additionally, Sical also provides offshore support services to the oil and gas industry. It owns and operates a cutter suction dredger. d) It handles 25+ million tons of bulk and over 0.5 million TEUS of container cargo annually. e) Sical helps in dry bulk, break bulk, project and over dimensional cargo f) Company provides total in-house expertise and infrastructure to meet end to end logistics solutions for various cargo including coal, iron ore, limestone, granite, containers and over dimensional cargo",Small,56,46,-18,0.253393665,0.117346939,-0.051575931,0.106388224,6.453781513,3.475113122,259.6666667,210,188,802,49,-140,0.75,-1.52173913,28,53,-930,538,536,836,0.104089219,0.085820896,-0.0215311,-85.5,-0.143333333,0.94795539,0.901119403,2.112440191,4.256644736,1.4,15.9,4.862618616,0.288135593,0.031674208,"[20, 18, 17, 16, 14, 12, 11, 10, 8, 6, 5]","[265, 313, 366, 425, 484, 542, 602, 662, 715, 758, 796]",FALSE,"[0.25, 0.28, 0.3, 0.32, 0.34, 0.36, 0.38, 0.41, 0.43, 0.45, 0.47]","[46.38, 61.35, 76.86, 95.2, 115.19, 136.58, 160.13, 189.99, 215.21, 238.77, 261.88]",307.86,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1051,"[36.67, 32.0, 27.89, 25.65, 21.85, 21.48, 22.22, 22.22, 19.63, 15.93, 124.59]","[32.59, 40.0, 50.48, 65.56, 78.67, 89.23, 109.09, 133.33, 151.43, 143.33, 124.59]","[33.85, 30.0, 26.5, 24.58, 23.6, 23.2, 24.0, 28.57, 31.18, 33.08, 124.59]",0.3047,0.1668,0.2924,370.13,1018.3,403.15,3,"[12.530000000000001, 31.35, 50.36, 70.62, 91.59, 113.38000000000001, 136.13, 161.42000000000002, 184.03, 205.69, 137.29]","[11.948967292034919, 28.509929793401643, 43.674065938523924, 58.40431284159615, 72.23448249056968, 85.27314107158227, 97.63576960528565, 110.40576560532111, 120.03346365815453, 127.939954396347, -62159.00175670344]",-9522.211918
Allcargo Gati Limited (BSE:532345),BSE:532345,Transportation,Industrials,1490,1723,1698,1452,1653,1646,24,24,46,27,29,30,35,59,69,786%,306%,-677%,0%,0%,0%,25,26,26,535,589,609,324,321,386,347,349,302,673,685,714,1,1,4,10,0,0,547,600,606,-7,58,73,27,-16,52,-47,-39,-55,1028,70.4,,46.09,"Restructuring [1] In Dec,23, Allcargo Logistics Board and Allcargo Gati board approved merger for restructuring of businesses under Allcargo Limited and Allcargo Gati Limited (Formerly Gati Limited). As per the scheme, International Supply Chain (ISC) business will be demerged into a separate entity: Allcargo ECU Limited . This would include the Indian part of International Supply Chain business and international subsidiaries held under the ECU Worldwide NV. Express business and Contract Logistics business would come under the resulting entity Allcargo Logistics (post ISC demerger). Shareholders of Allcargo Gati will get 63 shares in the resulting Allcargo Logistics entity (post ISC demerger) for every 10 shares held in Allcargo Gati. The restucturing process is expected to be completed by FY25.",Small,82,99,65,0.048292108,0.057457922,0.043624161,0.049791397,14.60227273,0.605418139,584.3333333,610,601,558,56,41,1.317073171,0.252525253,635,615,560,1021,936,884,0.080313418,0.105769231,0.073529412,-0.294117647,4.480769231,0.378060725,0.342948718,0.366515837,8.37987399,1.4,15.9,13.05693571,1.282477341,-0.030624264,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1783, 1872, 1966, 2064, 2167, 2275, 2389, 2509, 2634, 2766, 2904]",FALSE,"[0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15]","[62.4, 78.62, 96.33, 115.58, 136.52, 159.25, 183.95, 210.76, 239.69, 271.07, 304.92]",346.46,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0287,"[70.83, 59.33, 49.47, 42.61, 38.15, 40.0, 42.22, 44.44, 46.3, 48.89, 531.22]","[62.96, 74.17, 89.52, 108.89, 137.33, 166.15, 207.27, 266.67, 357.14, 440.0, 531.22]","[65.38, 55.62, 47.0, 40.83, 41.2, 43.2, 45.6, 57.14, 73.53, 101.54, 531.22]",0.1803,0.0925,0.1703,1013.46,2441.32,1102.26,3,"[-2.979999999999997, 23.000000000000007, 49.33, 74.75, 95.32000000000001, 116.05, 138.35, 153.62, 166.16, 169.52999999999997, -226.3]","[-2.6358400581747867, 17.994236147292263, 34.136538818219755, 45.75329292194295, 51.605736761238035, 55.57274941450877, 58.600145206220674, 57.55327998281098, 55.061950522408935, 49.69062510099139, -823.2705001636225]",27.69401418
MEP Infrastructure Developers Limited (NSEI:MEP),NSEI:MEP,Transportation,Industrials,1123,967,245,675,673,406,97,78,68,343,289,67,253,256,63,50%,31%,0%,0%,0%,0%,183,183,183,-79,-298,-650,2303,2097,414,2346,1723,3259,1265,1124,45,0,0,0,317,85,65,3171,2496,3097,547,306,378,-72,113,-16,-497,-415,-361,54.7,3.01,,28.22,"Business Overview: [1] [2] MEPIDL is the flagship entity of the MEP Group. It is an end-to-end road infrastructure company which focuses on serving central and state road authorities, for toll collection, construction, operation and maintenance of road infra in India. Company engages in short and long term contracts ranging from 1 to 16 years",Micro,-94,583,791,-0.383673469,0.602895553,0.704363313,0.307861799,18.17275748,0.223265306,2921.333333,3162,2581,3488,-955,-284,10.32978723,-0.293310463,-467,-115,104,-53,1982,2407,1.773584906,0.294147326,0.328624844,0.354791155,0.367058824,-7.811320755,1.0580222,0.956792688,14.95292822,1.6,17.1,33.87146638,0.076395385,0.065306122,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[257, 270, 284, 298, 313, 328, 345, 362, 380, 399, 419]",FALSE,"[-0.38, -0.13, 0.02, 0.02, 0.04, 0.06, 0.08, 0.09, 0.11, 0.13, 0.15]","[-68.36, -24.57, 3.98, 4.17, 8.76, 13.78, 19.32, 22.81, 29.26, 36.31, 43.99]",160.5,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0287,"[10.0, 8.67, 7.37, 6.09, 5.56, 5.56, 6.3, 6.3, 6.67, 7.04, 76.64]","[8.89, 10.83, 13.33, 15.56, 20.0, 23.08, 30.91, 37.78, 51.43, 63.33, 76.64]","[9.23, 8.12, 7.0, 5.83, 6.0, 6.0, 6.8, 8.1, 10.59, 14.62, 76.64]",2.1926,0.1635,1.2397,146.2,351.78,158.93,2,"[-77.25, -35.4, -9.35, -11.39, -11.24, -9.299999999999999, -11.59, -14.970000000000002, -22.169999999999998, -27.019999999999996, -32.65]","[-57.70460434194829, -19.75273425691515, -3.897153835021249, -3.5462687254707173, -2.614124146503446, -1.6156780523152932, -1.5040673797615978, -1.451167809991344, -1.6053639583267252, -1.4615212679443066, -6.116938840662744]",302.8194108
HOV Services Limited (NSEI:HOVS),NSEI:HOVS,Computer Services,Information Technology,10.06,12.06,16.12,7.68,9.66,13.43,1.35,3.9,1.76,0.09,0.16,0.13,0.62,0.6,0.63,28.81%,17.51%,27.37%,0.00%,0.00%,0.00%,12.6,12.6,12.6,17.36,9.99,10.25,3.06,1.42,1.05,12.25,13.66,11.79,10.99,10.39,9.57,0,0,0,18.09,7,4.81,16.19,20.28,21.31,-0.11,2.19,-1.35,1.19,2.61,1.39,-2.09,-1.29,-0.5,77.9,61.9,25.8,50.41,"Business Overview: [1] Company operates as a hybrid between various investment portfolios and a diversified services corporation including data entry services, software development, support services",Micro,2.82,2.56,2.47,0.174937965,0.212271973,0.245526839,0.210912259,1.258481422,4.832506203,19.26,26.12,27.28,34.28,0.71,-8.41,0.744680851,-2.265625,22.85,22.59,29.96,23.9,24.01,33.02,0.117991632,0.106622241,0.07480315,-36.90909091,-0.221975583,0.043933054,0.059142024,0.092671108,8.863244828,1.6,17.1,16.73813419,0.451667134,-0.086228288,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28]",FALSE,"[0.17, 0.17, 0.17, 0.16, 0.16, 0.16, 0.15, 0.15, 0.15, 0.14, 0.14]","[2.02, 2.14, 2.26, 2.24, 2.35, 2.46, 2.42, 2.52, 2.62, 2.55, 2.74]",1.03,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[0.73, 0.67, 0.53, 0.43, 0.37, 0.37, 0.37, 0.37, 0.37, 0.37, 0.38]","[0.65, 0.83, 0.95, 1.11, 1.33, 1.54, 1.82, 2.22, 2.86, 3.33, 0.38]","[0.68, 0.62, 0.5, 0.42, 0.4, 0.4, 0.4, 0.48, 0.59, 0.77, 0.38]",0.0895,0.0629,0.0874,4.96,17.02,5.64,1,"[1.29, 1.4700000000000002, 1.7299999999999998, 1.8100000000000003, 1.98, 2.09, 2.05, 2.15, 2.25, 2.1799999999999997, 2.3600000000000003]","[1.1050373633120747, 1.0786780447353417, 1.087446400032353, 0.9746026409325967, 0.9132747520553426, 0.825790342628069, 0.6938484569844987, 0.6233564792230096, 0.5588146567366895, 0.46379815441715366, 4.277455061202696]",41.41666413
Inspirisys Solutions Limited (NSEI:INSPIRISYS),NSEI:INSPIRISYS,Computer Services,Information Technology,342,372,490,345,343,459,5,-14,-8,8,8,11,5,6,5,15%,262%,58%,0%,0%,0%,40,40,40,-39,-48,-10,109,105,88,98,123,153,18,16,14,0,0,1,0,0,0,189,204,256,-12,18,29,3,2,-13,0,-11,1,386,98.9,28.9,69.95,"Business Overview: [1] ISL is an ISO 9001:2015, CMMI Level 5 Dev certified information technology services and consulting company. It offers solutions & services across Infrastructure, IoT, Enterprise Security & Risk Services, Cloud & Mobility and Product Engineering & Development to Industry Verticals like BFSI, Telecom, Government / PSU, Manufacturing, and Healthcare.  Company provides IT training through its subsidiary â Inspirisys Solutions IT Resources Limited",Micro,42,37,5,0.085714286,0.099462366,0.014619883,0.066598845,3.902932255,0.787755102,216.3333333,257,204,189,23,-10,0.238095238,-0.216216216,30,-8,1,118,97,110,0.355932203,0.381443299,0.045454545,5.619047619,-2.307692308,0.745762712,1.082474227,0.990909091,9.152832387,1.6,17.1,11.17329873,1.808118081,0.026530612,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[514, 540, 567, 596, 625, 657, 689, 724, 760, 798, 838]",FALSE,"[0.09, 0.09, 0.1, 0.1, 0.11, 0.11, 0.12, 0.12, 0.13, 0.13, 0.14]","[32.38, 34.02, 39.69, 41.72, 48.12, 50.59, 57.88, 60.82, 69.16, 72.62, 82.12]",71.06,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[20.0, 17.33, 14.21, 12.61, 10.74, 11.85, 11.85, 12.96, 13.33, 14.07, 11.44]","[17.78, 21.67, 25.71, 32.22, 38.67, 49.23, 58.18, 77.78, 102.86, 126.67, 11.44]","[18.46, 16.25, 13.5, 12.08, 11.6, 12.8, 12.8, 16.67, 21.18, 29.23, 11.44]",0.2826,0.1086,0.257,150.39,562.21,176.01,1,"[12.380000000000003, 16.690000000000005, 25.479999999999997, 29.11, 37.379999999999995, 38.74, 46.03, 47.86, 55.83, 58.550000000000004, 70.68]","[11.135767438334573, 13.503779947560064, 18.543766368369003, 19.056372634839317, 22.010851104099686, 20.51902228141053, 21.929944338012724, 20.510146219887144, 21.521037184716118, 20.301212503830243, 396.98520850217886]",248.6208775
Mphasis Limited (BSE:526299),BSE:526299,Computer Services,Information Technology,11961,13798,13279,9844,11365,10857,160,162,218,74,97,161,291,325,410,25%,25%,25%,60%,58%,67%,188,188,189,6755,7746,8606,527,198,1544,3214,3373,3662,3774,4060,5533,11,32,61,1813,1753,3090,5087,5662,5316,1716,1462,2180,-271,196,-2496,-1389,-1440,77,54996,2898,33.4,40.23,"History [1] In June 2006, Electronic Data Systems Corporation acquired Mphasis, and later Electronic Data Systems Corporation (EDS) was acquired by Hewlett-Packard (HP), resulting in Mphasis becoming a 60.47% subsidiary of HP. However, in September 2016, global private equity major Blackstone Group acquired HPâs stake and they continue to be the promoters of the company.",Large,2583,2530,2191,0.194517659,0.183359907,0.183178664,0.187018744,18.97722567,4.141576926,5355,8467,7447,6911,731,377,-0.683313976,0.226482213,8795,7934,6943,10339,8132,7470,0.249830738,0.311116576,0.29330656,-0.235160852,2.774924471,0.14933746,0.024348254,0.070548862,24.48636862,1,13.5,15.14067639,0.9485,0.187965961,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[13943, 14640, 15372, 16141, 16948, 17795, 18685, 19619, 20600, 21630, 22712]",FALSE,"[0.19, 0.19, 0.18, 0.18, 0.17, 0.17, 0.16, 0.16, 0.15, 0.15, 0.14]","[1854.42, 1947.12, 1936.87, 2033.77, 2016.81, 2117.6, 2092.72, 2197.33, 2163.0, 2271.15, 2225.78]",530.51,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[553.33, 464.67, 385.26, 334.35, 298.89, 313.7, 329.63, 345.93, 363.33, 381.48, 310.08]","[491.85, 580.83, 697.14, 854.44, 1076.0, 1303.08, 1618.18, 2075.56, 2802.86, 3433.33, 310.08]","[510.77, 435.62, 366.0, 320.42, 322.8, 338.8, 356.0, 444.76, 577.06, 792.31, 310.08]",0.161,0.0899,0.1534,4080.65,15243.35,4774.62,1,"[1301.0900000000001, 1482.4499999999998, 1551.61, 1699.42, 1717.92, 1803.8999999999999, 1763.0899999999997, 1851.3999999999999, 1799.67, 1889.67, 1915.7000000000003]","[1130.0003099200985, 1118.2077597651487, 1016.4739213416348, 966.9090377103696, 848.9049265406244, 774.1761723086356, 657.1629154829386, 599.3355632413161, 505.98062822305104, 461.4219017280796, 4612.88695910119]",1149.718113
Tech Mahindra Limited (NSEI:TECHM),NSEI:TECHM,Computer Services,Information Technology,44646,53290,51996,36626,45527,47489,1115,965,927,163,326,392,"1,520","1,957","1,817",24%,25%,26%,47%,91%,150%,439,440,441,26447,27484,26228,2618,2740,2537,14911,15162,13943,14784,14932,13903,165,120,133,4884,3388,3238,24583,27388,25875,5285,5572,6376,480,-226,-1318,-4667,-5078,-4767,161137,1646,43,35.01,"Services Offerings The company offers a wide range of services e.g. infrastructure & cloud services, engineering services, application services, data analytics, network services, testing services, performance engineering, Security & risk management services, business process services, product engineering, consulting, etc. [1]",Large,4899,8089,8183,0.094218786,0.151792081,0.183286297,0.143099055,97.89611179,3.099026848,25948.66667,29246,30896,29632,-431,1013,-0.357011635,0.09729262,26669,27924,26886,29206,30664,29504,0.167739506,0.263794678,0.277352223,0.887517147,7.451724138,0.086865713,0.089355596,0.088733731,11.1917525,1,13.5,13.29949244,1.20503372,0.025348104,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[54596, 57326, 60192, 63201, 66362, 69680, 73164, 76822, 80663, 84696, 88931]",FALSE,"[0.09, 0.1, 0.1, 0.11, 0.11, 0.12, 0.12, 0.13, 0.13, 0.14, 0.14]","[3439.55, 4012.82, 4213.44, 4866.48, 5109.87, 5853.12, 6145.78, 6990.8, 7340.33, 8300.21, 8715.24]",7536.7,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.3589,"[2166.67, 1820.0, 1508.42, 1308.26, 1170.74, 1228.89, 1290.37, 1354.81, 1422.59, 1493.7, 1214.16]","[1925.93, 2275.0, 2729.52, 3343.33, 4214.67, 5104.62, 6334.55, 8128.89, 10974.29, 13443.33, 1214.16]","[2000.0, 1706.25, 1433.0, 1253.75, 1264.4, 1327.2, 1393.6, 1741.9, 2259.41, 3102.31, 1214.16]",0.1888,0.0947,0.1778,15978.61,59688.29,18695.98,1,"[1272.88, 2192.82, 2705.0199999999995, 3558.2199999999993, 3939.13, 4624.23, 4855.41, 5635.99, 5917.74, 6806.509999999999, 7501.08]","[1123.4648740545003, 1708.232793945236, 1859.887123048511, 2159.3395498326695, 2109.893296193133, 2186.1081388293164, 2025.956696513962, 2075.6135610176816, 1923.5531973085358, 1952.7418951772115, 25929.409161988864]",963.683493
Agarwal Industrial Corporation Limited (BSE:531921),BSE:531921,Chemical (Basic),Materials,1598,2015,2125,1492,1879,1952,4,9,5,12,12,21,20,23,30,18%,16%,14%,4%,4%,4%,13,15,15,281,389,496,171,158,361,78,188,248,219,341,589,3,7,0,12,26,36,309,376,495,65,157,112,-69,-158,-276,19,-15,178,1632,1087,13.3,57.2,Business Overview Company primarily belongs to Ancillary Infra Industry and is engaged in the business of (i) manufacturing and trading of Bitumen and Allied products used heavily in infrastructure projects (ii) providing Logistics for Bulk Bitumen and LPG through its own Specialized Tankers and (iii) also generates power through Wind Mills. [1],Small,194,148,118,0.091294118,0.073449132,0.073842303,0.079528517,1.501379945,0.768,393.3333333,531,409,324,62,-25,-1.103092784,-1.236486486,511,404,294,872,562,465,0.222477064,0.263345196,0.253763441,0.35483871,4.298969072,0.413990826,0.28113879,0.367741935,6.809885028,1.4,15.9,12.1367758,1.897321429,0.129882353,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2231, 2343, 2460, 2583, 2712, 2848, 2990, 3140, 3297, 3461, 3634]",FALSE,"[0.09, 0.09, 0.1, 0.1, 0.1, 0.11, 0.11, 0.11, 0.11, 0.12, 0.12]","[140.55, 147.61, 172.2, 180.81, 189.84, 219.3, 230.23, 241.78, 253.87, 290.72, 305.26]",235.3,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1181,"[88.33, 74.67, 61.58, 53.48, 47.78, 50.37, 52.59, 55.56, 58.15, 60.74, 129.24]","[78.52, 93.33, 111.43, 136.67, 172.0, 209.23, 258.18, 333.33, 448.57, 546.67, 129.24]","[81.54, 70.0, 58.5, 51.25, 51.6, 54.4, 56.8, 71.43, 92.35, 126.15, 129.24]",0.1971,0.0892,0.1833,732.49,2517.17,843.26,1,"[52.22000000000001, 72.94000000000001, 110.61999999999999, 127.33000000000001, 142.06, 168.93, 177.64, 186.22, 195.72, 229.98000000000002, 176.01999999999998]","[46.56813041823448, 58.00556069282521, 78.44936983440982, 80.52643621943024, 80.1182557451573, 84.96076075176964, 79.67174145205503, 74.48036613188441, 69.80758643558862, 73.14917297639681, 784.4753720699358]",1357.115561
Amines & Plasticizers Limited (BSE:506248),BSE:506248,Chemical (Basic),Materials,563,597,647,523,555,578,5,3,3,9,10,13,4,5,5,26%,24%,26%,9%,12%,7%,11,11,11,151,172,209,72,85,85,76,77,84,84,80,80,3,5,3,0,1,1,223,258,305,-27,5,47,-4,-2,-1,-13,0,-16,1453,263,35.2,73.17,"Product Portfolio The Company manufactures over 60 different varieties of organic chemicals/amines/solvents /fertilizers. The main products manufactured are Methyl Diethonalamine (MDEA) and N Methyl Morpholine Oxide (NMMO) which are used in Petrochemicals and Oil refineries, Gas plants, and Textiles. [1] During FY22, Co ventured into trading of molecular sieves which are used in Industrial Gases, Fuel Ethanol Production, miscellaneous petrochemicals, a liquid used in an oxygen concentrator, drying agent, packaging industries, polymer processing, and many such industries. [2]",Small,82,52,49,0.126738794,0.087102178,0.087033748,0.100291573,5.524714829,2.245749614,262,309,264,226,38,37,0.451219512,0.673076923,220,183,162,305,268,234,0.268852459,0.194029851,0.209401709,1.351351351,1,0.278688525,0.317164179,0.307692308,13.18627451,1.4,15.9,15.14371585,1.663239075,0.001545595,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[679, 713, 749, 786, 826, 867, 910, 956, 1004, 1054, 1107]",FALSE,"[0.13, 0.13, 0.13, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]","[61.79, 64.88, 68.16, 66.02, 69.38, 72.83, 76.44, 80.3, 84.34, 88.54, 92.99]",44.57,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1181,"[26.67, 22.67, 18.95, 16.09, 14.81, 15.19, 15.93, 17.04, 17.78, 18.52, 39.37]","[23.7, 28.33, 34.29, 41.11, 53.33, 63.08, 78.18, 102.22, 137.14, 166.67, 39.37]","[24.62, 21.25, 18.0, 15.42, 16.0, 16.4, 17.2, 21.9, 28.24, 38.46, 39.37]",0.1812,0.0857,0.1695,223.02,767.42,256.86,1,"[35.12, 42.209999999999994, 49.209999999999994, 49.92999999999999, 54.56999999999999, 57.64, 60.51, 63.26, 66.56, 70.02000000000001, 53.62]","[30.501013226521376, 31.83720038383975, 32.2353687906351, 28.40538000033713, 26.962040122478406, 24.73332637446664, 22.54994404314542, 20.474215143369488, 18.709024668520758, 17.09305539706414, 129.04088366489913]",156.4861678
